loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,loan_status,zip_code,addr_state,dti,delinq_2yrs,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,last_pymnt_amnt,collections_12_mths_ex_med,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,class
12600,12600,12600,36 months,7.21,390.27,A,A3,A&P Mechanic,10+ years,MORTGAGE,85000,Not Verified,Current,327xx,FL,8.43,0,0,,,5,0,1957,42.5,6,w,11650.62,11650.62,1160.72,1160.72,949.38,211.34,390.27,0,0,0,13596,0,1,2,12,11639,76,0,1,1185,68,4600,1,0,1,home_improvement
20000,20000,20000,36 months,5.32,602.3,A,A1,Labor Relations Council,10+ years,RENT,200000,Source Verified,Fully Paid,112xx,NY,4.14,0,0,51,,7,0,22281,45,21,w,0,0,21230.07938,21230.08,20000,1230.08,11599.19,0,0,0,213708,0,0,1,17,17882,61,2,2,15387,51,49500,0,4,1,credit_card
7000,7000,6975,36 months,7.24,216.91,A,A3,Paralegal,4 years,RENT,44000,Source Verified,Current,331xx,FL,11.65,0,0,,,9,0,7986,32.3,11,f,5389.43,5370.18,1946.56,1939.61,1610.57,335.99,216.91,0,0,0,12731,0,0,0,38,4745,39,1,2,7077,35,24700,0,0,2,credit_card
1600,1600,1600,36 months,17.99,57.84,D,D2,Logistics,3 years,RENT,19000,Verified,Current,891xx,NV,3.98,0,1,,,5,0,3081,37.1,5,f,1314.53,1314.53,461.12,461.12,285.47,175.65,57.84,0,0,0,3081,0,0,0,,0,,4,4,2938,37,8300,1,0,2,debt_consolidation
17600,17600,17600,36 months,7.97,551.28,A,A5,Groundsman,< 1 year,MORTGAGE,34923,Verified,Current,662xx,KS,12.58,0,0,28,,5,0,324,4.3,11,w,16288.16,16288.16,1704.5,1704.5,1311.84,392.66,551.28,0,0,0,103805,0,0,0,38,3401,24,0,0,0,17,7500,1,2,1,debt_consolidation
1800,1800,1800,36 months,9.44,57.61,B,B1,Teacher,10+ years,MORTGAGE,50000,Source Verified,Current,750xx,TX,19.04,0,0,26,,8,0,17447,52.7,16,f,1527.48,1527.48,332.03,332.03,272.52,59.51,57.61,0,0,0,155085,0,0,1,23,3348,42,0,1,17304,51,33100,0,0,0,vacation
10250,10250,10250,36 months,16.99,365.39,D,D1,Quality Manufacturer Supervisor,1 year,RENT,63600,Source Verified,Charged Off,430xx,OH,22.51,0,0,30,83,9,1,13793,67,27,f,0,0,2903.77,2903.77,1851.97,1051.8,365.39,0,0,0,47045,0,1,6,10,33252,75,0,4,3036,69,20600,5,0,2,debt_consolidation
7500,7500,7500,36 months,11.49,247.29,B,B5,Professional Truck Driver,6 years,MORTGAGE,56000,Verified,Current,775xx,TX,27.11,0,0,,,12,0,11457,65.1,13,f,5858.84,5858.84,2225.61,2225.61,1641.16,584.45,247.29,0,0,0,43932,0,1,2,8,32475,69,1,2,4039,68,17600,1,3,3,debt_consolidation
30000,30000,30000,60 months,11.99,667.19,B,B5,RN,10+ years,MORTGAGE,110000,Source Verified,Current,472xx,IN,29.3,0,1,,,18,0,33211,57,30,w,28886.63,28886.63,1981.59,1981.59,1113.37,868.22,667.19,0,0,0,250841,2,2,2,2,79031,89,1,3,16244,57,58670,0,3,3,debt_consolidation
3600,3600,3600,36 months,9.93,116.05,B,B2,Lpn,1 year,RENT,36000,Not Verified,Fully Paid,582xx,ND,23.37,0,1,,,10,0,3637,12.7,16,f,0,0,3601.0883,3601.09,3600,1.09,3603.08,0,0,0,39090,2,3,3,5,35453,94,1,2,2771,59,28600,0,1,5,debt_consolidation
12000,12000,12000,36 months,13.49,407.17,C,C2,Senior Business Consultant,5 years,RENT,75000,Not Verified,Current,750xx,TX,9.19,0,1,25,,12,0,4623,5.6,32,w,6913.68,6913.68,6469.05,6469.05,5086.32,1382.73,407.17,0,0,0,16497,3,1,3,10,11874,72,3,3,2318,17,81900,0,3,1,debt_consolidation
12000,12000,12000,60 months,18.06,305.12,D,D2,Administrastive Assistant,2 years,OWN,40000,Source Verified,Current,107xx,NY,9.21,0,0,24,,8,0,5452,32.3,16,w,11358.38,11358.38,1513.56,1513.56,641.62,871.94,305.12,0,0,0,9547,1,0,2,15,4095,82,3,7,2280,44,16900,2,0,1,debt_consolidation
12000,12000,12000,36 months,5.32,361.38,A,A1,Registered nurse,10+ years,MORTGAGE,89000,Source Verified,Current,142xx,NY,14.95,0,0,,,13,0,32,0.2,20,w,5569.77,5569.77,7224.05,7224.05,6430.23,793.82,361.38,0,0,0,160230,0,0,0,25,38014,52,1,1,32,43,15200,0,0,0,home_improvement
28000,28000,28000,36 months,6.99,864.44,A,A2,Headmaster,10+ years,MORTGAGE,155000,Not Verified,Current,107xx,NY,16.71,0,0,,,15,0,70741,69.6,26,w,16274.74,16274.74,13809.29,13809.29,11725.26,2084.03,864.44,0,0,0,548342,0,0,1,15,40975,58,0,0,27504,69,101700,1,0,1,debt_consolidation
4800,4800,4800,36 months,11.49,158.27,B,B5,,,OWN,48000,Source Verified,Charged Off,917xx,CA,12.9,0,0,,,4,0,3343,39.3,4,w,0,0,1930.46,1930.46,1049.69,371.68,158.27,0,0,0,26176,2,1,1,5,22833,93,1,2,1160,79,8500,0,0,0,credit_card
7000,7000,7000,36 months,16.99,249.54,D,D1,Data Entry,10+ years,RENT,34000,Source Verified,Current,104xx,NY,27.02,0,2,34,,13,0,10905,38.7,18,w,4690.32,4690.32,3480.35,3480.35,2309.68,1170.67,249.54,0,0,2264,18164,2,0,1,15,7206,72,5,8,2532,47,28200,1,0,3,small_business
36000,36000,36000,36 months,7.35,1117.35,A,A4,Corporate Vice President,< 1 year,MORTGAGE,150000,Source Verified,Current,750xx,TX,21.18,0,1,,,13,0,29468,42.6,30,w,32379.51,32379.51,4454.7,4454.7,3620.49,834.21,1117.35,0,0,0,407075,2,1,1,4,85812,63,1,2,14498,51,69100,0,2,1,debt_consolidation
12000,12000,12000,36 months,22.91,463.96,E,E1,RN,< 1 year,OWN,68000,Source Verified,Current,322xx,FL,23.81,0,0,,,7,0,7244,71,10,f,11281.88,11281.88,1376.61,1376.61,718.12,658.49,463.96,0,0,0,32120,0,1,2,8,24876,84,1,2,924,80,10200,0,0,0,home_improvement
25000,25000,25000,60 months,18.06,635.66,D,D2,IT,1 year,MORTGAGE,95000,Source Verified,Current,480xx,MI,23.89,0,2,24,,22,0,37364,62.1,41,f,24210,24210,1856.81,1856.81,790,1066.81,635.66,0,0,0,59484,3,0,1,15,22120,61,3,5,9379,62,60200,0,0,2,debt_consolidation
11200,11200,11200,60 months,7.97,226.94,A,A5,truck driver,3 years,MORTGAGE,100000,Not Verified,Current,277xx,NC,14.2,0,1,40,,13,0,10746,28.3,21,w,10269.35,10269.35,1356.68,1356.68,930.65,426.03,226.94,0,0,0,170204,0,1,2,10,21936,61,1,4,5505,44,38000,2,1,3,home_improvement
27000,27000,27000,60 months,7.39,539.62,A,A4,"AVP, Business Analyst",2 years,MORTGAGE,100000,Not Verified,Current,958xx,CA,34.81,0,0,,,19,0,18858,30,41,w,19079.68,19079.68,10781.32,10781.32,7920.32,2861,539.62,0,0,0,523997,0,0,1,15,193038,66,2,3,4966,50,62900,1,4,1,credit_card
7250,7250,7250,36 months,11.44,238.87,B,B4,,,RENT,21600,Not Verified,Current,906xx,CA,16,0,0,,,7,0,5071,28.8,13,f,5291.11,5291.11,2639.09,2639.09,1958.89,680.2,238.87,0,0,0,8602,1,0,1,15,3531,65,1,1,5071,37,17600,0,0,0,credit_card
15000,15000,15000,36 months,10.91,490.45,B,B4,Project Manager,7 years,MORTGAGE,70000,Not Verified,Current,906xx,CA,20.97,0,1,,,8,0,14551,38,16,w,13928.09,13928.09,1462.26,1462.26,1071.91,390.35,490.45,0,0,0,389575,1,1,1,11,25242,55,2,2,7943,47,38300,0,0,4,debt_consolidation
10000,10000,10000,36 months,10.91,326.97,B,B4,RN,< 1 year,RENT,67000,Not Verified,Current,752xx,TX,6.95,0,0,,,10,0,8096,60,11,w,9285.38,9285.38,965.76,965.76,714.62,251.14,326.97,0,0,0,47738,1,0,0,36,39642,106,1,2,3439,94,13500,0,0,0,debt_consolidation
7700,7700,7700,36 months,17.09,274.88,D,D1,System Administrator,2 years,RENT,75000,Not Verified,Current,100xx,NY,2.73,0,2,,,10,0,3650,17.5,13,w,6850.04,6850.04,1359.78,1359.78,849.96,509.82,274.88,0,0,0,3650,3,0,0,117,0,,6,8,1116,18,20800,6,0,4,other
8000,8000,8000,36 months,12.99,269.52,C,C2,Scaffold Builder,3 years,OWN,55000,Source Verified,Fully Paid,785xx,TX,24.22,0,1,,,16,0,9302,82.3,19,w,0,0,8671.086003,8671.09,8000,671.09,234.06,0,0,0,65562,1,2,2,4,56260,92,0,2,4166,89,11300,3,0,9,debt_consolidation
15000,15000,15000,60 months,16.59,369.49,D,D2,Flight Attendant,9 years,MORTGAGE,32000,Not Verified,Current,930xx,CA,21.79,0,0,,,9,0,15909,59.8,26,w,10645.45,10645.45,8525.92,8525.92,4354.55,4171.37,369.49,0,0,0,109388,0,0,0,101,0,,0,0,8268,60,26600,0,0,0,credit_card
15000,15000,15000,36 months,11.49,494.57,B,B5,Maintence,10+ years,RENT,35000,Verified,Current,970xx,OR,27.74,1,0,13,,14,0,18200,29,22,w,9768.96,9768.96,6914.4,6914.4,5231.04,1683.36,494.57,0,0,0,36289,2,1,1,5,18089,95,1,2,6605,44,62800,0,0,1,debt_consolidation
2000,2000,2000,36 months,13.99,68.35,C,C3,dept mgr,10+ years,MORTGAGE,40000,Source Verified,Fully Paid,760xx,TX,7.41,0,0,64,,3,0,3373,80.3,16,w,0,0,2099.131831,2099.13,2000,99.13,1895.63,0,0,0,5810,0,0,0,92,2437,24,0,3,2990,41,4200,0,0,0,other
12400,12400,12400,36 months,16.99,442.04,D,D1,wheel & tire tech,10+ years,OWN,31000,Verified,Current,388xx,MS,16.14,0,0,,,4,0,7650,90,5,w,10453.53,10453.53,3109.28,3109.28,1946.47,1162.81,442.04,0,0,148,10679,0,0,0,45,3029,32,2,2,5665,59,8500,0,0,1,debt_consolidation
10000,10000,10000,36 months,12.62,335.12,C,C1,Office Assistance,4 years,MORTGAGE,40000,Not Verified,Current,740xx,OK,14.82,0,1,47,,7,0,8263,64,16,w,1070.19,1070.19,9346.7,9346.7,8929.81,416.89,335.12,0,0,0,135474,1,1,2,5,5522,73,0,1,5879,64,13000,1,3,2,debt_consolidation
9600,9600,9600,36 months,5.32,289.11,A,A1,Counselor,3 years,RENT,65000,Not Verified,Current,959xx,CA,23.89,0,0,,,12,0,1141,2,26,w,8607.22,8607.22,1153.6,1153.6,992.78,160.82,289.11,0,0,0,34133,0,0,1,17,32992,52,1,3,244,28,56800,0,3,1,debt_consolidation
10000,10000,10000,36 months,10.42,324.65,B,B3,Group Leader,4 years,RENT,70000,Source Verified,Current,078xx,NJ,23.2,1,0,13,,9,0,18690,71.1,11,w,8541.76,8541.76,1936.32,1936.32,1458.24,478.08,324.65,0,0,0,51199,0,0,1,20,32509,72,0,1,5977,72,26300,1,0,0,credit_card
10000,10000,10000,36 months,6.99,308.73,A,A2,Manager,7 years,MORTGAGE,75000,Source Verified,Fully Paid,937xx,CA,10.38,0,0,64,,11,0,21611,46.6,23,w,0,0,10348.00974,10348.01,10000,348.01,6718.92,0,0,0,25075,0,0,2,17,3464,46,0,1,3502,47,46400,0,3,3,credit_card
20000,20000,20000,36 months,6.97,617.27,A,A3,Data technician,10+ years,MORTGAGE,79186,Not Verified,Current,995xx,AK,32.31,0,0,,,16,0,29031,37.6,40,w,8842.53,8842.53,12954.93,12954.93,11157.47,1797.46,617.27,0,0,0,287583,1,0,2,19,40531,56,1,1,8180,47,77300,0,14,0,debt_consolidation
32000,32000,32000,36 months,26.3,1294.42,E,E5,Asemebler,5 years,MORTGAGE,121000,Source Verified,Current,123xx,NY,20.79,0,5,45,,31,0,18426,48.4,50,f,29548.52,29548.52,5084.17,5084.17,2451.48,2632.69,1294.42,0,0,0,416842,2,1,4,9,43325,64,3,18,5201,58,38100,4,2,7,debt_consolidation
40000,40000,40000,36 months,9.16,1274.98,B,B2,Manager of Labor,10+ years,MORTGAGE,267000,Verified,Current,081xx,NJ,11.56,0,3,42,69,33,1,21246,10.2,71,w,19134.21,19134.21,25479.24,25479.24,20865.79,4613.45,1274.98,0,0,0,311399,2,2,3,12,73029,76,4,9,6700,31,207600,3,4,8,debt_consolidation
9000,9000,9000,36 months,5.32,271.04,A,A1,Nuclear Analysis Engineer,3 years,MORTGAGE,75000,Source Verified,Current,871xx,NM,1.94,0,0,,,5,0,3536,15.4,5,f,4403.27,4403.27,5105.02,5105.02,4596.73,508.29,271.04,0,0,0,185132,0,0,0,57,1470,35,0,1,0,18,23000,0,2,0,home_improvement
4000,4000,4000,36 months,13.99,136.7,C,C3,Sr. Manager of E&T,7 years,RENT,98600,Source Verified,Current,850xx,AZ,10.49,0,1,,91,6,1,2012,19.9,7,w,2743.63,2743.63,1773.99,1773.99,1256.37,517.62,136.7,0,0,0,12693,0,1,2,9,10681,39,1,2,1891,34,10100,0,1,1,major_purchase
4000,4000,4000,36 months,13.99,136.7,C,C3,Welfare Examiner,10+ years,OWN,52000,Not Verified,Current,141xx,NY,12.79,2,0,16,,18,0,5778,14.8,41,f,3150.55,3150.55,1227.19,1227.19,849.45,377.74,136.7,0,0,0,79944,3,2,3,1,7875,97,4,6,1714,29,39100,5,2,14,credit_card
19000,19000,19000,36 months,8.24,597.5,B,B1,Maintenance Worker,9 years,RENT,55000,Not Verified,Current,113xx,NY,26.41,0,0,,,6,0,8788,47,16,w,12672.02,12672.02,7758.8,7758.8,6327.98,1430.82,597.5,0,0,0,101949,0,0,1,19,93161,53,1,1,5212,49,18700,1,0,0,credit_card
35000,35000,35000,36 months,13.99,1196.05,C,C3,Driver,8 years,OWN,130000,Source Verified,Current,023xx,MA,11.98,0,1,,,8,0,29006,64.3,20,w,26699.76,26699.76,11933.3,11933.3,8300.24,3633.06,1196.05,0,0,0,349609,0,0,2,22,22449,77,0,6,4284,69,45100,7,0,9,home_improvement
20000,20000,20000,36 months,8.24,628.95,B,B1,System Administrator,2 years,RENT,70000,Source Verified,Current,908xx,CA,14.35,0,0,,,8,0,13920,65,21,w,15971.23,15971.23,5017.42,5017.42,4028.77,988.65,628.95,0,0,0,21879,0,0,0,30,7959,26,0,0,3874,42,21400,0,1,0,debt_consolidation
24000,24000,24000,36 months,13.59,815.5,C,C2,Librarian,10+ years,OWN,61000,Source Verified,Current,201xx,VA,10.15,0,0,34,,9,0,4721,51.9,25,w,21789.24,21789.24,3225.76,3225.76,2210.76,1015,815.5,0,0,0,13385,2,1,3,11,8664,75,3,3,3392,65,9100,0,0,0,medical
15000,15000,15000,60 months,19.03,389.36,D,D3,"Director, Cardiopulmonary Services",10+ years,OWN,80000,Source Verified,Current,420xx,KY,16.16,4,2,21,,14,0,2412,23.6,31,w,14694.63,14694.63,747,747,305.37,441.63,389.36,0,0,7847,34783,1,2,3,11,32371,85,4,5,563,72,10200,2,0,11,debt_consolidation
3200,3200,3200,36 months,11.49,105.51,B,B5,Branch Manager,9 years,MORTGAGE,50000,Source Verified,Current,974xx,OR,13.54,1,3,4,75,22,1,8754,12.5,61,w,2252.7,2252.7,1262.03,1262.03,947.3,314.73,105.51,0,0,0,104655,4,2,2,6,8961,80,5,9,2635,22,69800,4,1,9,debt_consolidation
22000,22000,22000,36 months,16.99,784.26,D,D1,District manager,6 years,RENT,50000,Verified,Current,921xx,CA,25.88,0,0,47,,17,0,25778,52.9,23,f,16415.21,16415.21,8439.98,8439.98,5584.79,2855.19,784.26,0,0,0,35675,1,0,0,28,9897,48,1,7,4766,51,48700,0,1,0,debt_consolidation
8800,8800,8800,36 months,11.44,289.94,B,B4,Escrow Coordinator,2 years,RENT,56000,Not Verified,Current,850xx,AZ,6.7,0,1,25,,7,0,1114,5.4,42,w,7095.56,7095.56,2319.4,2319.4,1704.44,614.96,289.94,0,0,0,255613,1,0,3,21,254499,,2,3,849,5,20600,1,5,10,home_improvement
6500,6500,6500,36 months,14.08,222.41,C,C3,Teacher,10+ years,MORTGAGE,79600,Verified,Fully Paid,970xx,OR,28.83,1,0,4,,13,0,29670,73.8,34,w,0,0,6733.288402,6733.29,6500,233.29,6285.92,0,0,97,404099,1,2,4,5,29315,87,0,2,13622,80,40200,1,5,2,debt_consolidation
32100,32100,32100,36 months,18.99,1176.5,E,E1,General Manager,9 years,MORTGAGE,83000,Source Verified,Charged Off,468xx,IN,9.89,0,2,35,,9,0,17385,78,33,f,0,0,21143.13,21143.13,13797.04,7346.09,1176.5,0,0,0,133040,2,0,0,42,0,,3,4,5640,78,22300,2,1,2,credit_card
7000,7000,7000,36 months,5.32,210.81,A,A1,NH3 Project Manager,6 years,MORTGAGE,136000,Not Verified,Current,221xx,VA,5.67,0,0,,,8,0,2095,5.4,38,w,6639.65,6639.65,419.55,419.55,360.35,59.2,210.81,0,0,0,362129,1,1,2,12,36199,,2,4,1009,5,39000,1,10,2,major_purchase
16000,16000,16000,36 months,14.99,554.57,C,C4,Senior Project Manager,< 1 year,RENT,70000,Not Verified,Current,346xx,FL,23.16,5,0,16,,12,0,23739,71.5,24,w,13035.16,13035.16,4423.24,4423.24,2964.84,1458.4,554.57,0,0,0,37172,0,0,0,35,13433,54,2,5,5513,64,33200,1,0,5,debt_consolidation
6000,6000,6000,36 months,7.35,186.23,A,A4,Store manager,10+ years,RENT,72000,Not Verified,Current,074xx,NJ,7.13,0,0,,67,13,1,5596,13.5,28,w,5243.39,5243.39,928.7,928.7,756.61,172.09,186.23,0,0,0,12708,2,0,0,36,7112,48,4,4,1907,23,41400,0,0,0,credit_card
8000,8000,8000,36 months,10.49,259.99,B,B3,Sergeant,10+ years,MORTGAGE,94000,Source Verified,Fully Paid,550xx,MN,24.52,0,0,,71,8,1,9777,63.1,15,f,0,0,8803.670937,8803.67,8000,803.67,5430.96,0,0,0,254844,0,0,2,13,51703,74,0,1,6948,71,15500,1,5,0,car
17000,17000,17000,36 months,6.49,520.96,A,A2,Attorney,4 years,MORTGAGE,80000,Not Verified,Current,309xx,GA,21.29,0,0,,,16,0,17849,50.3,29,w,8439.46,8439.46,9928.88,9928.88,8560.54,1368.34,520.96,0,0,0,258957,0,1,1,11,111442,108,0,0,17849,93,35500,2,2,3,credit_card
11200,11200,11200,36 months,9.49,358.72,B,B2,Sr Analyst II,4 years,RENT,55000,Not Verified,Current,601xx,IL,11.7,0,0,49,,10,0,2599,6.4,19,w,6611.57,6611.57,5733.62,5733.62,4588.43,1145.19,358.72,0,0,0,23402,3,2,2,5,20803,99,2,6,1523,38,40700,0,2,5,debt_consolidation
20000,20000,20000,36 months,11.99,664.2,B,B5,On a side provider,7 years,RENT,42000,Not Verified,Current,112xx,NY,11.6,0,0,,,5,0,15014,60.1,6,w,12611.32,12611.32,8301.02,8301.02,7388.68,912.34,664.2,0,0,0,15014,0,0,0,,0,,0,2,7086,60,25000,0,0,0,credit_card
1200,1200,1200,36 months,16.99,42.78,D,D1,Access control,2 years,RENT,53600,Verified,Current,341xx,FL,30.14,0,1,57,53,15,2,7582,21.1,33,w,834.72,834.72,555.01,555.01,365.28,189.73,42.78,0,0,0,57302,10,6,8,1,49720,96,5,10,4553,65,36000,1,7,5,major_purchase
30000,30000,30000,36 months,7.24,929.61,A,A3,DIRECTOR CONCEPT DESIGN,10+ years,RENT,120000,Not Verified,Current,113xx,NY,12.54,0,0,,,8,0,36087,57.7,16,w,23883.12,23883.12,7424.81,7424.81,6116.88,1307.93,929.61,0,0,0,47990,0,0,1,18,11094,56,0,0,18416,53,62500,0,0,0,debt_consolidation
35000,35000,35000,36 months,11.49,1154,B,B5,Locator,< 1 year,MORTGAGE,30000,Verified,Current,220xx,VA,63.24,1,1,22,82,7,1,383,20.2,17,w,29100.57,29100.57,8033.32,8033.32,5899.43,2133.89,1154,0,0,0,381804,1,1,2,6,74905,71,0,1,0,64,1900,1,0,2,debt_consolidation
20800,20800,20800,60 months,7.99,421.65,A,A5,Operations manager,3 years,MORTGAGE,140000,Source Verified,Current,014xx,MA,19.32,0,0,,,9,0,30855,81,25,w,16968.26,16968.26,5458.37,5458.37,3831.74,1626.63,421.65,0,0,0,290634,1,2,3,6,50835,64,0,0,19444,70,38100,0,0,0,credit_card
21600,21600,21600,36 months,23.99,847.32,E,E2,Staffing Manager,< 1 year,OWN,47500,Not Verified,Current,064xx,CT,32.06,0,0,,,19,0,7873,43.7,19,f,16544.11,16544.11,9291.73,9291.73,5055.89,4235.84,847.32,0,0,0,87139,0,1,4,11,79266,103,0,2,4870,92,18000,3,0,0,debt_consolidation
23000,23000,23000,60 months,7.89,465.15,A,A5,registered nurse,10+ years,MORTGAGE,73000,Not Verified,Fully Paid,338xx,FL,15.01,0,0,,,17,0,19193,66.9,26,w,0,0,25624.21327,25624.21,23000,2624.21,16796.44,0,0,374,156708,0,0,0,56,21524,46,1,1,6919,54,28700,0,3,0,credit_card
6000,6000,6000,36 months,13.99,205.04,C,C3,Fianance Manager,10+ years,MORTGAGE,50000,Verified,Current,440xx,OH,27.94,0,0,,,15,0,34701,84,20,f,4424.28,4424.28,2229.8,2229.8,1575.72,654.08,205.04,0,0,0,177036,0,0,0,46,2726,26,2,6,12204,72,41300,0,0,2,credit_card
11000,11000,11000,36 months,14.49,378.58,C,C4,Table Game Dealer,10+ years,RENT,42000,Verified,Current,891xx,NV,11.55,0,0,62,,19,0,9197,31.2,38,f,6396.72,6396.72,6424.28,6424.28,4603.28,1802.07,378.58,0,0,0,291243,2,0,1,14,3802,70,7,9,4873,37,29500,1,0,4,debt_consolidation
24000,24000,24000,60 months,13.49,552.12,C,C2,Nuclear operator,3 years,MORTGAGE,115000,Source Verified,Fully Paid,834xx,ID,13.73,1,0,6,,15,0,2440,84.1,33,w,0,0,25462.55713,25462.56,24000,1462.56,23361.99,0,0,0,369843,1,1,3,2,98267,110,0,0,405,109,2900,0,4,1,debt_consolidation
34000,34000,34000,60 months,15.05,809.76,C,C4,Sr. Process Advisor,10+ years,MORTGAGE,126000,Verified,Current,748xx,OK,17.24,0,0,,,9,0,34935,87.6,18,w,32437.54,32437.54,3210.61,3210.61,1562.46,1648.15,809.76,0,0,0,260801,0,0,1,17,55850,84,0,0,18070,85,39900,0,0,0,other
10000,10000,10000,36 months,11.39,329.24,B,B3,Pharmacy,10+ years,RENT,72000,Source Verified,Fully Paid,770xx,TX,8.11,0,0,,,20,0,19,0.7,30,w,0,0,10680.77984,10680.78,10000,680.78,8631.67,1,0,1373,83683,0,3,4,7,83664,112,1,1,12,107,2900,3,2,0,major_purchase
12000,12000,12000,36 months,7.99,375.99,A,A5,,,MORTGAGE,40000,Not Verified,Current,440xx,OH,2.04,0,0,,,5,0,2386,14.9,11,w,8632.38,8632.38,4125.24,4125.24,3367.62,757.62,375.99,0,0,2360,85251,0,0,0,100,0,,0,0,2180,15,16000,0,0,0,home_improvement
30000,30000,30000,36 months,9.75,964.5,B,B3,Physician Assistant,< 1 year,MORTGAGE,190000,Source Verified,Current,129xx,NY,9.4,0,0,38,,13,0,11520,47.2,32,w,12716.62,12716.62,21202.75,21202.75,17283.38,3919.37,964.5,0,0,318,193524,1,0,1,23,19087,31,2,5,6500,36,24400,3,0,3,debt_consolidation
15000,15000,15000,60 months,13.59,345.85,C,C2,Heavy Machinery Operator,3 years,MORTGAGE,80000,Not Verified,Current,478xx,IN,4.94,0,0,,,5,0,12579,72.3,7,w,14466.07,14466.07,1026.23,1026.23,533.93,492.3,345.85,0,0,79,12579,0,0,0,87,0,,1,1,5374,72,17400,1,0,1,debt_consolidation
7200,7200,7200,36 months,17.27,257.67,D,D3,Client Service Rep.,< 1 year,RENT,46200,Source Verified,Current,100xx,NY,7.68,5,0,23,,14,0,6193,63.8,21,f,3035.14,3035.14,5950.65,5950.65,4164.86,1785.79,257.67,0,0,0,23233,1,0,0,49,16850,96,4,9,1752,84,9700,0,0,1,debt_consolidation
24000,24000,24000,60 months,15.05,571.59,C,C4,Engineer,10+ years,RENT,184000,Not Verified,Current,941xx,CA,9.81,0,0,54,,19,0,55673,77.9,42,w,22612.69,22612.69,2817.82,2817.82,1387.31,1430.51,571.59,0,0,0,82080,0,1,3,10,26407,86,3,7,12359,80,72100,2,1,0,debt_consolidation
12000,12000,12000,36 months,15.99,421.83,C,C5,Compliance Reviewer,5 years,MORTGAGE,56000,Not Verified,Current,397xx,MS,25.68,0,0,79,,6,0,19041,46.7,10,w,10091.55,10091.55,2931.49,2931.49,1908.45,1023.04,421.83,0,0,0,45133,1,1,2,5,26092,88,0,0,12953,64,40800,0,0,0,other
27000,27000,26750,36 months,7.89,844.72,A,A5,Specialist,10+ years,MORTGAGE,77000,Verified,Current,342xx,FL,21.45,0,0,46,,12,0,61457,83,26,w,11262.53,11158.24,18648.92,18476.24,15737.47,2911.45,844.72,0,0,0,215313,2,0,0,82,0,,3,4,27060,83,74000,0,0,0,credit_card
19200,19200,19200,36 months,14.99,665.49,C,C4,Teacher,< 1 year,MORTGAGE,98549,Not Verified,Current,935xx,CA,10.34,4,1,19,,13,0,4095,23.9,28,f,15642.14,15642.14,5307.93,5307.93,3557.86,1750.07,665.49,0,0,0,488930,3,1,2,2,64835,119,1,4,2690,77,17100,4,1,6,home_improvement
30000,30000,30000,60 months,13.59,691.69,C,C2,Sr. Project Manager,8 years,MORTGAGE,135000,Verified,Current,728xx,AR,26.06,0,0,46,,21,0,23826,71,46,w,27451.68,27451.68,4819.18,4819.18,2548.32,2270.86,691.69,0,0,0,487062,0,2,5,8,142345,91,0,3,7308,71,33750,0,0,1,debt_consolidation
3400,3400,3400,36 months,10.49,110.5,B,B2,Project Manager,10+ years,RENT,43680,Source Verified,Current,300xx,GA,27.39,0,1,31,101,8,1,9444,74.4,20,w,2202.55,2202.55,1547.99,1547.99,1197.45,350.54,110.5,0,0,0,36350,1,1,3,6,26906,83,0,1,6025,81,12700,2,0,2,credit_card
20000,20000,20000,60 months,13.59,461.13,C,C2,,,OWN,50000,Not Verified,Current,142xx,NY,14.02,0,0,,,16,0,41826,10.7,28,w,19045.42,19045.42,1814.32,1814.32,954.58,859.74,461.13,0,0,0,41826,0,0,0,,0,,0,5,1986,11,178100,0,0,0,debt_consolidation
10000,10000,10000,36 months,9.17,318.79,B,B2,sorter,10+ years,MORTGAGE,24691.27,Source Verified,Current,989xx,WA,21.78,1,1,8,,7,0,10308,76.4,17,f,4217.98,4217.98,7008.29,7008.29,5782.02,1226.27,318.79,0,0,0,83777,1,0,0,106,0,,1,1,2954,76,13500,0,1,1,credit_card
7000,7000,7000,36 months,8.99,222.57,B,B1,Commercial Loan Processor IV,4 years,OWN,60000,Not Verified,Fully Paid,958xx,CA,25.68,0,0,,,9,0,3738,16.6,25,w,0,0,7241.138452,7241.14,7000,241.14,6576.93,0,0,0,48337,2,3,3,2,44599,68,1,1,2580,55,22500,0,0,1,debt_consolidation
4500,4500,4500,36 months,8.59,142.25,A,A5,Client Service Associate,2 years,RENT,59500,Not Verified,Current,554xx,MN,21.77,0,0,25,,11,0,4888,28.4,38,f,2518.31,2518.31,2413.95,2413.95,1981.69,432.26,142.25,0,0,0,45318,1,0,4,15,40430,75,2,2,1883,64,17200,1,1,1,debt_consolidation
